date,price
2022-03-22,3655.63
2022-03-23,3655.63
2022-03-24,3680.13
2022-03-25,3680.13
2022-03-28,3809.61
2022-03-29,3809.61
2022-03-30,4249.07
2022-03-31,4189.58
2022-04-01,4449.55
2022-04-06,4449.55
2022-04-07,4449.55
2022-04-08,4449.55
2022-04-11,4449.55
2022-04-12,4449.55
2022-04-13,4449.55
2022-04-14,4449.55
2022-04-15,4449.55
2022-04-18,4192.08
2022-04-19,4062.59
2022-04-20,4127.58
2022-04-21,4172.08
2022-04-22,4157.08
2022-04-25,4044.59
2022-04-26,4056.59
2022-04-27,4028.59
2022-04-28,3897.61
2022-04-29,3954.6
2022-05-05,3929.6
2022-05-06,3829.61
2022-05-09,3699.63
2022-05-10,3748.12
2022-05-11,3649.63
2022-05-12,3649.63
2022-05-13,3609.63
2022-05-16,3589.64
2022-05-17,3784.62
2022-05-18,3873.61
2022-05-19,3649.63
2022-05-20,3699.63
2022-05-23,3699.63
2022-05-24,3699.63
2022-05-25,3699.63
2022-05-26,3699.63
2022-05-27,3699.63
2022-05-30,3785.12
2022-05-31,4159.08
2022-06-01,4159.08
2022-06-02,4159.08
2022-06-06,4159.08
2022-06-07,4159.08
2022-06-08,4159.08
2022-06-09,4159.08
2022-06-10,4159.08
2022-06-13,3999.6
2022-06-14,3999.6
2022-06-15,3695.63
2022-06-16,3695.63
2022-06-17,3695.63
2022-06-20,3695.63
2022-06-21,3695.63
2022-06-22,3695.63
2022-06-23,3695.63
2022-06-24,3755.62
2022-06-27,3755.62
2022-06-28,3755.62
2022-06-29,3755.62
2022-06-30,3755.62
2022-07-01,3755.62
2022-07-04,3755.62
2022-07-05,3755.62
2022-07-06,3755.62
2022-07-07,3755.62
2022-07-08,3755.62
2022-07-11,3755.62
2022-07-12,3755.62
2022-07-13,3755.62
2022-07-14,3096.19
2022-07-15,3096.19
2022-07-18,2939.2
2022-07-19,2939.2
2022-07-20,2939.2
2022-07-21,2939.2
2022-07-22,2939.2
2022-07-25,2939.2
2022-07-26,2939.2
2022-07-27,2939.2
2022-07-28,2939.2
2022-07-29,2939.2
2022-08-01,2939.2
2022-08-02,2939.2
2022-08-03,2939.2
2022-08-04,2939.2
2022-08-05,2939.2
2022-08-08,2939.2
2022-08-09,2939.2
2022-08-10,2939.2
2022-08-11,2939.2
2022-08-12,2981.7
2022-08-15,2917.2
2022-08-16,2999.7
2022-08-17,2856.21
2022-08-18,2818.21
2022-08-19,2759.22
2022-08-22,2741.22
2022-08-23,2797.22
2022-08-24,2784.72
2022-08-25,2789.72
2022-08-26,2797.72
2022-08-29,2725.72
2022-08-30,2661.73
2022-08-31,2519.74
2022-09-01,2577.24
2022-09-02,2599.74
2022-09-05,2569.74
2022-09-06,2552.24
2022-09-07,2577.74
2022-09-08,2565.74
2022-09-09,2584.74
2022-09-13,2599.74
2022-09-14,2299.77
2022-09-15,2559.74
2022-09-16,2550.24
2022-09-19,2623.23
2022-09-20,2683.73
2022-09-21,2660.23
2022-09-22,2660.23
2022-09-23,2679.73
2022-09-26,2668.73
2022-09-27,2729.22
2022-09-28,2719.72
2022-09-29,2719.72
2022-09-30,2799.72
2022-10-10,2799.72
2022-10-11,2799.72
2022-10-12,2799.72
2022-10-13,2799.72
2022-10-14,2899.71
2022-10-17,2899.71
2022-10-18,2899.71
2022-10-19,2899.71
2022-10-20,2899.71
2022-10-21,2893.71
2022-10-24,2893.71
2022-10-25,2893.71
2022-10-26,2893.71
2022-10-27,2979.7
2022-10-28,2979.7
2022-10-31,2999.7
2022-11-01,2999.7
2022-11-02,2999.7
2022-11-03,2999.7
2022-11-04,2999.7
2022-11-07,2999.7
2022-11-08,2999.7
2022-11-09,2999.7
2022-11-10,2999.7
2022-11-11,2999.7
2022-11-14,2661.73
2022-11-15,2661.73
2022-11-16,2749.22
2022-11-17,2724.72
2022-11-18,2723.72
2022-11-21,2749.72
2022-11-22,2667.73
2022-11-23,2667.73
2022-11-24,2820.21
2022-11-25,2820.21
2022-11-28,2820.21
2022-11-29,2820.21
2022-11-30,2699.73
2022-12-01,2699.73
2022-12-02,2749.72
2022-12-05,2749.72
2022-12-06,2749.72
2022-12-07,2749.72
2022-12-08,2749.72
2022-12-09,2749.72
2022-12-12,2749.72
2022-12-13,2749.72
2022-12-14,2955.7
2022-12-15,2960.7
2022-12-16,2977.7
2022-12-19,2930.7
2022-12-20,2946.7
2022-12-21,2972.7
2022-12-22,2930.7
2022-12-23,2971.7
2022-12-26,3015.69
2022-12-27,3011.19
2022-12-28,2990.2
2022-12-29,3027.69
2022-12-30,2943.7
2023-01-03,2874.71
2023-01-04,2899.21
2023-01-05,2799.72
2023-01-06,2839.71
2023-01-09,2809.71
2023-01-10,2879.71
2023-01-11,2859.71
2023-01-12,2829.71
2023-01-13,2879.71
2023-01-16,2872.21
2023-01-17,2872.21
2023-01-18,2872.21
2023-01-19,2872.21
2023-01-20,2872.21
2023-01-30,2872.21
2023-01-31,2872.21
2023-02-01,2872.21
2023-02-02,2872.21
2023-02-03,2872.21
2023-02-06,2872.21
2023-02-07,2872.21
2023-02-08,2872.21
2023-02-09,2872.21
2023-02-10,2872.21
2023-02-13,2872.21
2023-02-14,2816.21
2023-02-15,2816.21
2023-02-16,3103.18
2023-02-17,3014.69
2023-02-20,3014.69
2023-02-21,3014.69
2023-02-22,3014.69
2023-02-23,3014.69
2023-02-24,3014.69
2023-02-27,3014.69
2023-02-28,3014.69
2023-03-01,3014.69
2023-03-02,3014.69
2023-03-03,3014.69
2023-03-06,3014.69
2023-03-07,3014.69
2023-03-08,3014.69
2023-03-09,3014.69
2023-03-10,3014.69
2023-03-13,3014.69
2023-03-14,3049.69
2023-03-15,3049.69
2023-03-16,3049.69
2023-03-17,3049.69
2023-03-20,3049.69
2023-03-21,3049.69
2023-03-22,3049.69
2023-03-23,3049.69
2023-03-24,3049.69
2023-03-27,3049.69
2023-03-28,3049.69
2023-03-29,3049.69
2023-03-30,3049.69
2023-03-31,3049.69
2023-04-03,3049.69
2023-04-04,3049.69
2023-04-05,3049.69
2023-04-06,3049.69
2023-04-07,3049.69
2023-04-10,3049.69
2023-04-11,3049.69
2023-04-12,3049.69
2023-04-13,3049.69
2023-04-14,3049.69
2023-04-17,2537.74
2023-04-18,2528.74
2023-04-19,2516.24
2023-04-20,2460.25
2023-04-21,2402.75
2023-04-24,2325.76
2023-04-25,2256.77
2023-04-26,2298.27
2023-04-27,2304.76
2023-04-28,2146.78
2023-05-03,2081.79
2023-05-04,2149.78
2023-05-05,2149.78
2023-05-08,2149.78
2023-05-09,2149.78
2023-05-10,2287.77
2023-05-11,2287.77
2023-05-12,2287.77
2023-05-15,2287.77
2023-05-16,2287.77
2023-05-17,2150.78
2023-05-18,2453.25
2023-05-19,2453.25
2023-05-22,2453.25
2023-05-23,2487.75
2023-05-24,2313.26
2023-05-25,2215.27
2023-05-26,1885.81
2023-05-29,1885.81
2023-05-30,1885.81
2023-05-31,1885.81
2023-06-01,1885.81
2023-06-02,1885.81
2023-06-05,1885.81
2023-06-06,1885.81
2023-06-07,1885.81
2023-06-08,1885.81
2023-06-09,1885.81
2023-06-12,1885.81
2023-06-13,1885.81
2023-06-14,1885.81
2023-06-15,2202.27
2023-06-16,2202.27
2023-06-19,2202.27
2023-06-20,2202.27
2023-06-21,2202.27
2023-06-22,2202.27
2023-06-23,2202.27
2023-06-26,2202.27
2023-06-27,2202.27
2023-06-28,2202.27
2023-06-29,2202.27
2023-06-30,2205.27
2023-07-03,2205.27
2023-07-04,2205.27
2023-07-05,2205.27
2023-07-06,2205.27
2023-07-07,2205.27
2023-07-10,2205.27
2023-07-11,2205.27
2023-07-12,2205.27
2023-07-13,2205.27
2023-07-14,2205.27
2023-07-17,2239.77
2023-07-18,2364.76
2023-07-19,2409.25
2023-07-20,2433.25
2023-07-21,2433.25
2023-07-24,2433.25
2023-07-25,2433.25
2023-07-26,2572.74
